PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_deck,Cabin_num,Cabin_side,Sex,TotalServices,MinServices,MeanServices,MaxServices
1599_02,1,1,3,53.0,0,0.0,0.0,0.0,0.0,0.0,1,3,58,1,1,0.0,0.0,0.0,0.0
1601_01,2,0,1,37.0,0,22.0,5.0,0.0,747.0,0.0,0,7,255,1,0,774.0,0.0,193.5,747.0
1602_01,2,0,1,18.0,0,0.0,0.0,0.0,2681.0,55.0,0,6,307,2,0,2681.0,0.0,670.25,2681.0
1603_01,2,0,1,42.0,0,0.0,594.0,0.0,0.0,119.0,0,6,317,1,1,594.0,0.0,148.5,594.0
1603_02,2,1,1,7.0,0,0.0,0.0,0.0,0.0,0.0,1,7,256,1,1,0.0,0.0,0.0,0.0
1603_03,2,0,3,7.0,0,0.0,0.0,0.0,0.0,0.0,1,7,256,1,0,0.0,0.0,0.0,0.0
1604_01,2,0,1,24.0,0,2.0,3.0,0.0,616.0,161.0,0,7,257,1,0,621.0,0.0,155.25,616.0
1606_01,1,0,1,20.0,0,13.0,817.0,0.0,1435.0,22.0,1,5,116,2,1,2265.0,0.0,566.25,1435.0
1608_01,2,0,1,24.0,0,1158.0,193.0,798.0,2.0,0.0,0,6,319,1,0,2151.0,2.0,537.75,1158.0
1611_01,2,0,1,42.0,0,0.0,865.0,0.0,0.0,44.0,1,7,248,2,0,865.0,0.0,216.25,865.0
1612_01,1,0,1,49.0,0,0.0,3750.0,0.0,2.0,341.0,1,5,101,1,1,3752.0,0.0,938.0,3750.0
1612_02,1,1,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1,5,101,1,1,0.0,0.0,0.0,0.0
1613_01,2,0,3,16.0,0,825.0,9.0,0.0,0.0,42.0,0,6,427,2,0,834.0,0.0,208.5,825.0
1614_01,3,0,1,26.0,1,432.0,0.0,965.0,35.0,0.0,0,6,321,1,1,1432.0,0.0,358.0,965.0
1615_01,2,0,1,24.0,0,0.0,0.0,6.0,685.0,0.0,0,6,322,1,1,691.0,0.0,172.75,685.0
1615_02,2,1,1,38.0,0,0.0,0.0,174.73,0.0,0.0,1,7,259,1,0,174.73,0.0,43.6825,174.73
1615_03,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,259,1,0,0.0,0.0,0.0,0.0
1617_01,3,0,2,37.0,0,295.0,1575.0,19.0,515.0,0.0,0,4,53,1,1,2404.0,19.0,601.0,1575.0
1619_01,2,1,1,39.0,0,0.0,0.0,0.0,0.0,0.0,1,7,249,2,1,0.0,0.0,0.0,0.0
1621_01,2,0,3,25.0,0,553.0,0.0,1.0,239.0,8.0,1,6,308,2,0,793.0,0.0,198.25,553.0
1621_02,2,0,2,25.0,0,172.0,129.0,41.0,0.0,341.0,0,6,308,2,1,342.0,0.0,85.5,172.0
1622_01,3,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,6,323,1,1,0.0,0.0,0.0,0.0
1624_01,2,1,2,0.0,0,0.0,0.0,0.0,311.14,0.0,1,7,250,2,1,311.14,0.0,77.785,311.14
1624_02,2,0,3,46.0,0,612.0,0.0,62.0,0.0,0.0,1,7,250,2,0,674.0,0.0,168.5,612.0
1624_03,2,0,1,4.0,0,0.0,0.0,0.0,0.0,304.86,1,7,250,2,0,0.0,0.0,0.0,0.0
1625_01,1,1,3,19.0,0,0.0,0.0,0.0,0.0,0.0,1,3,59,1,1,0.0,0.0,0.0,0.0
1625_02,1,0,1,29.0,0,0.0,930.0,0.0,2113.0,98.0,0,3,59,1,1,3043.0,0.0,760.75,2113.0
1626_01,2,0,1,19.0,0,224.69,9.0,0.0,0.0,1.0,0,6,324,1,0,233.69,0.0,58.4225,224.69
1628_01,1,1,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1,2,71,2,1,0.0,0.0,0.0,0.0
1630_01,2,1,2,1.0,0,0.0,0.0,0.0,0.0,0.0,1,7,252,2,0,0.0,0.0,0.0,0.0
1630_02,2,1,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,7,252,2,0,0.0,0.0,0.0,0.0
1630_03,2,0,1,37.0,0,0.0,27.0,11.0,732.0,5.0,0,6,309,2,0,770.0,0.0,192.5,732.0
1631_01,2,0,1,61.0,0,1215.0,32.0,0.0,0.0,362.0,0,5,118,2,0,1247.0,0.0,311.75,1215.0
1632_01,1,1,1,32.0,0,0.0,458.08,0.0,0.0,0.0,1,3,62,2,0,458.08,0.0,114.52,458.08
1633_01,2,1,1,4.0,0,0.0,0.0,0.0,0.0,304.86,1,7,261,1,1,0.0,0.0,0.0,0.0
1633_02,2,1,1,16.0,0,0.0,0.0,0.0,0.0,0.0,1,7,261,1,0,0.0,0.0,0.0,0.0
1634_01,2,1,3,25.0,0,0.0,0.0,0.0,0.0,0.0,0,7,253,2,1,0.0,0.0,0.0,0.0
1635_01,2,0,1,22.0,0,1300.0,0.0,174.73,0.0,1134.0,0,6,325,1,0,1474.73,0.0,368.6825,1300.0
1636_01,2,0,1,41.0,0,139.0,666.0,6.0,71.0,25.0,0,7,254,2,0,882.0,6.0,220.5,666.0
1637_01,2,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1,7,255,2,0,0.0,0.0,0.0,0.0
1638_01,2,0,1,19.0,0,414.0,0.0,66.0,307.0,0.0,0,5,119,2,1,787.0,0.0,196.75,414.0
1640_01,2,0,1,21.0,0,305.0,0.0,1.0,618.0,2.0,1,7,262,1,0,924.0,0.0,231.0,618.0
1644_01,2,0,3,14.0,0,0.0,2.0,0.0,0.0,794.0,0,6,327,1,0,2.0,0.0,0.5,2.0
1645_01,2,1,3,18.0,0,0.0,0.0,0.0,0.0,0.0,0,6,427,2,0,0.0,0.0,0.0,0.0
1646_01,2,0,1,34.0,0,0.0,0.0,885.0,0.0,0.0,1,7,264,1,0,885.0,0.0,221.25,885.0
1647_01,2,0,1,33.0,0,954.0,0.0,10.0,3.0,2.0,0,6,328,1,0,967.0,0.0,241.75,954.0
1649_01,2,1,3,14.0,0,0.0,0.0,0.0,0.0,0.0,0,7,265,1,1,0.0,0.0,0.0,0.0
1650_01,2,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,1,7,258,2,0,0.0,0.0,0.0,0.0
1651_01,2,1,2,43.0,0,0.0,0.0,0.0,311.14,0.0,0,7,266,1,0,311.14,0.0,77.785,311.14
1651_02,2,0,3,3.0,0,0.0,0.0,0.0,0.0,0.0,1,7,266,1,1,0.0,0.0,0.0,0.0
1651_03,2,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,266,1,0,0.0,0.0,0.0,0.0
1653_01,1,0,1,47.0,0,4.0,1303.0,830.0,774.0,2.0,0,1,19,2,1,2911.0,4.0,727.75,1303.0
1655_01,2,0,1,28.0,0,3202.0,458.08,0.0,0.0,5.0,0,6,427,2,1,3660.08,0.0,915.02,3202.0
1655_02,2,0,1,40.0,0,0.0,807.0,0.0,0.0,0.0,1,6,310,2,0,807.0,0.0,201.75,807.0
1656_01,2,0,1,17.0,0,1.0,160.0,37.0,0.0,304.86,0,6,311,2,1,198.0,0.0,49.5,160.0
1657_01,2,0,1,21.0,0,0.0,0.0,218.0,109.0,5321.0,0,7,267,1,0,327.0,0.0,81.75,218.0
1658_01,3,0,1,28.82,0,1150.0,0.0,6.0,4.0,0.0,1,6,312,2,1,1160.0,0.0,290.0,1150.0
1659_01,2,0,1,41.0,0,0.0,82.0,3.0,0.0,718.0,0,6,313,2,0,85.0,0.0,21.25,82.0
1660_01,2,0,1,20.0,0,0.0,1.0,0.0,905.0,0.0,0,5,122,2,0,906.0,0.0,226.5,905.0
1661_01,1,0,1,56.0,0,0.0,0.0,0.0,0.0,0.0,0,1,20,2,0,0.0,0.0,0.0,0.0
1661_02,1,0,1,57.0,0,0.0,62.0,0.0,2136.0,178.0,0,1,20,2,1,2198.0,0.0,549.5,2136.0
1661_03,1,1,1,48.0,0,0.0,0.0,0.0,0.0,0.0,1,1,20,2,1,0.0,0.0,0.0,0.0
1661_04,1,0,1,37.0,0,0.0,2390.0,0.0,1306.0,304.86,0,1,20,2,1,3696.0,0.0,924.0,2390.0
1662_01,2,0,2,20.0,0,127.0,0.0,0.0,542.0,0.0,0,6,314,2,1,669.0,0.0,167.25,542.0
1663_01,2,1,2,36.0,0,0.0,0.0,0.0,0.0,0.0,1,7,268,1,0,0.0,0.0,0.0,0.0
1666_01,1,0,1,38.0,0,158.0,787.0,2820.0,311.14,86.0,1,4,59,2,1,4076.14,158.0,1019.035,2820.0
1668_01,2,0,1,22.0,0,2.0,0.0,6.0,101.0,536.0,0,6,316,2,0,109.0,0.0,27.25,101.0
1669_01,3,0,1,31.0,0,2436.0,0.0,147.0,16.0,0.0,0,6,317,2,1,2599.0,0.0,649.75,2436.0
1669_02,3,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,317,2,1,0.0,0.0,0.0,0.0
1669_03,3,0,3,21.0,0,1481.0,0.0,881.0,0.0,0.0,0,6,317,2,1,2362.0,0.0,590.5,1481.0
1670_01,2,0,1,49.0,0,0.0,67.0,213.0,2.0,1442.0,0,7,269,1,0,282.0,0.0,70.5,213.0
1670_02,2,1,1,44.0,0,0.0,0.0,0.0,0.0,0.0,0,7,269,1,1,0.0,0.0,0.0,0.0
1671_01,1,0,3,28.82,0,0.0,859.0,0.0,6704.0,64.0,0,2,73,2,1,7563.0,0.0,1890.75,6704.0
1672_01,2,0,1,29.0,0,7.0,0.0,0.0,797.0,0.0,0,6,318,2,0,804.0,0.0,201.0,797.0
1673_01,2,0,3,16.0,0,876.0,0.0,5.0,1.0,16.0,0,6,330,1,1,882.0,0.0,220.5,876.0
1674_01,2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,0,7,260,2,-1,0.0,0.0,0.0,0.0
1676_01,2,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,0,7,270,1,0,0.0,0.0,0.0,0.0
1677_01,2,0,1,19.0,0,5.0,87.0,0.0,0.0,304.86,0,5,103,1,1,92.0,0.0,23.0,87.0
1681_01,2,0,1,34.0,0,1.0,89.0,0.0,793.0,0.0,0,7,261,2,0,883.0,0.0,220.75,793.0
1682_01,3,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,6,331,1,1,0.0,0.0,0.0,0.0
1685_01,2,0,3,51.0,0,0.0,260.0,91.0,0.0,264.0,0,6,427,2,0,351.0,0.0,87.75,260.0
1685_02,2,0,3,7.0,0,0.0,0.0,0.0,0.0,0.0,0,7,272,1,0,0.0,0.0,0.0,0.0
1685_03,2,1,1,3.0,0,0.0,0.0,0.0,0.0,0.0,1,7,272,1,0,0.0,0.0,0.0,0.0
1687_01,3,0,1,26.0,1,714.0,450.0,208.0,0.0,44.0,0,6,334,1,1,1372.0,0.0,343.0,714.0
1688_01,2,0,1,27.0,0,233.0,554.0,0.0,0.0,0.0,0,5,124,2,1,787.0,0.0,196.75,554.0
1688_02,2,1,1,7.0,0,224.69,0.0,0.0,0.0,0.0,0,6,427,2,0,224.69,0.0,56.1725,224.69
1688_03,2,1,1,19.0,0,224.69,0.0,0.0,0.0,0.0,1,7,262,2,0,224.69,0.0,56.1725,224.69
1690_01,2,0,1,28.0,0,0.0,26.0,88.0,5.0,754.0,0,6,335,1,0,119.0,0.0,29.75,88.0
1691_01,3,0,1,27.0,0,3482.0,1234.0,1155.0,0.0,0.0,0,6,321,2,0,5871.0,0.0,1467.75,3482.0
1694_01,2,1,2,31.0,0,0.0,458.08,0.0,0.0,0.0,1,7,263,2,0,458.08,0.0,114.52,458.08
1695_01,2,0,1,26.0,0,324.0,0.0,201.0,2.0,256.0,0,7,264,2,1,527.0,0.0,131.75,324.0
1696_01,1,0,1,43.0,0,0.0,760.0,17.0,15331.0,427.0,0,2,55,1,1,16108.0,0.0,4027.0,15331.0
1697_01,2,0,1,23.0,0,0.0,13.0,0.0,773.0,0.0,0,7,274,1,0,786.0,0.0,196.5,773.0
1698_01,2,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,1,5,125,2,0,0.0,0.0,0.0,0.0
1699_01,2,0,3,47.0,0,0.0,574.0,0.0,0.0,68.0,1,6,336,1,1,574.0,0.0,143.5,574.0
1700_01,1,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,2,74,2,1,0.0,0.0,0.0,0.0
1700_02,1,0,1,64.0,0,0.0,4.0,0.0,6200.0,622.0,0,2,74,2,1,6204.0,0.0,1551.0,6200.0
1704_01,3,0,1,13.0,0,1112.0,0.0,687.0,0.0,3.0,0,4,60,2,1,1799.0,0.0,449.75,1112.0
1704_02,3,0,3,18.0,0,86.0,1164.0,516.0,0.0,0.0,1,4,60,2,0,1766.0,0.0,441.5,1164.0
1705_01,3,0,1,29.0,1,0.0,0.0,0.0,0.0,0.0,0,5,126,2,0,0.0,0.0,0.0,0.0
1708_01,2,0,2,70.0,0,0.0,3.0,1.0,2.0,1290.0,0,6,338,1,0,6.0,0.0,1.5,3.0
1709_01,3,0,1,23.0,0,31.0,0.0,1247.0,0.0,47.0,0,6,326,2,1,1278.0,0.0,319.5,1247.0
1709_02,3,0,1,23.0,0,2210.0,0.0,89.0,0.0,0.0,1,4,61,2,0,2299.0,0.0,574.75,2210.0
1709_03,3,0,1,35.0,0,1313.0,0.0,24.0,0.0,1.0,0,6,427,2,1,1337.0,0.0,334.25,1313.0
1709_04,3,0,1,17.0,0,1744.0,0.0,136.0,8.0,8.0,0,5,127,2,1,1888.0,0.0,472.0,1744.0
1709_05,3,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,6,326,2,1,0.0,0.0,0.0,0.0
1709_06,3,0,1,15.0,0,1554.0,0.0,646.0,20.0,1241.0,0,4,61,2,1,2220.0,0.0,555.0,1554.0
1709_07,3,0,1,19.0,0,285.0,54.0,1246.0,102.0,0.0,0,6,326,2,1,1687.0,54.0,421.75,1246.0
1710_01,2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,1,7,276,1,1,0.0,0.0,0.0,0.0
1711_01,2,0,1,51.0,0,437.0,244.0,908.0,825.0,0.0,0,6,327,2,-1,2414.0,244.0,603.5,908.0
1712_01,3,0,1,17.0,0,139.0,0.0,959.0,21.0,0.0,0,6,339,1,-1,1119.0,0.0,279.75,959.0
1712_02,3,0,1,27.0,0,103.0,1.0,49.0,2421.0,24.0,0,6,339,1,1,2574.0,1.0,643.5,2421.0
1713_01,2,0,1,43.0,0,84.0,726.0,2.0,0.0,0.0,0,7,277,1,0,812.0,0.0,203.0,726.0
1714_01,2,0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,7,265,2,0,0.0,0.0,0.0,0.0
1715_01,2,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,7,266,2,0,0.0,0.0,0.0,0.0
1717_01,2,0,1,40.0,0,813.0,0.0,473.0,236.0,0.0,1,5,105,1,0,1522.0,0.0,380.5,813.0
1717_02,2,0,1,38.0,0,4.0,0.0,0.0,0.0,1679.0,0,5,105,1,0,4.0,0.0,1.0,4.0
1718_01,2,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,6,427,2,0,0.0,0.0,0.0,0.0
1719_01,2,1,1,13.0,0,0.0,0.0,174.73,0.0,0.0,0,7,278,1,0,174.73,0.0,43.6825,174.73
1721_01,2,0,1,15.0,0,320.0,36.0,5.0,0.0,640.0,0,6,341,1,1,361.0,0.0,90.25,320.0
1723_01,2,0,1,15.0,0,852.0,0.0,0.0,135.0,0.0,0,5,128,2,1,987.0,0.0,246.75,852.0
1724_01,1,0,3,59.0,0,8.0,1563.0,0.0,73.0,31.0,1,1,21,2,1,1644.0,0.0,411.0,1563.0
1725_01,2,0,1,24.0,0,0.0,201.0,0.0,0.0,603.0,0,6,328,2,1,201.0,0.0,50.25,201.0
1727_01,3,1,1,28.82,0,0.0,0.0,0.0,0.0,0.0,1,6,342,1,1,0.0,0.0,0.0,0.0
1727_02,3,0,3,52.0,0,1279.0,0.0,1061.0,359.0,0.0,0,4,54,1,1,2699.0,0.0,674.75,1279.0
1728_01,2,0,1,38.0,0,553.0,0.0,0.0,87.0,243.0,0,7,280,1,0,640.0,0.0,160.0,553.0
1729_01,2,0,1,26.0,0,21.0,0.0,499.0,568.0,0.0,1,6,343,1,1,1088.0,0.0,272.0,568.0
1730_01,2,0,3,17.0,0,68.0,0.0,0.0,0.0,795.0,1,5,106,1,1,68.0,0.0,17.0,68.0
1731_01,2,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,1,7,281,1,1,0.0,0.0,0.0,0.0
1731_02,2,0,3,20.0,0,1.0,808.0,0.0,0.0,0.0,1,7,281,1,0,809.0,0.0,202.25,808.0
1733_01,2,0,1,15.0,0,1336.0,108.0,0.0,0.0,0.0,0,6,344,1,0,1444.0,0.0,361.0,1336.0
1734_01,2,1,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1,7,283,1,1,0.0,0.0,0.0,0.0
1736_01,2,1,2,22.0,0,0.0,0.0,0.0,0.0,0.0,0,7,284,1,1,0.0,0.0,0.0,0.0
1738_01,2,0,1,18.0,0,0.0,0.0,19.0,467.0,304.86,0,5,129,2,0,486.0,0.0,121.5,467.0
1738_02,2,1,3,22.0,0,0.0,0.0,0.0,0.0,0.0,1,7,268,2,0,0.0,0.0,0.0,0.0
1739_01,2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,1,7,269,2,0,0.0,0.0,0.0,0.0
1740_01,2,0,1,22.0,0,762.0,13.0,10.0,0.0,0.0,0,7,270,2,1,785.0,0.0,196.25,762.0
1742_01,3,0,2,34.0,1,49.0,478.0,387.0,0.0,0.0,0,4,55,1,1,914.0,0.0,228.5,478.0
1745_01,1,0,1,28.0,0,0.0,1310.0,0.0,221.0,6064.0,0,5,130,2,-1,1531.0,0.0,382.75,1310.0
1746_01,3,1,1,50.0,0,0.0,0.0,0.0,0.0,0.0,1,6,331,2,1,0.0,0.0,0.0,0.0
1747_01,2,0,3,19.0,0,0.0,0.0,496.0,13.0,0.0,1,7,271,2,0,509.0,0.0,127.25,496.0
1748_01,2,0,1,21.0,0,0.0,0.0,0.0,2.0,807.0,0,7,287,1,0,2.0,0.0,0.5,2.0
1748_02,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,7,287,1,1,0.0,0.0,0.0,0.0
1748_03,2,0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,1,7,287,1,1,0.0,0.0,0.0,0.0
1749_01,2,1,2,59.0,0,0.0,0.0,0.0,0.0,0.0,0,7,288,1,1,0.0,0.0,0.0,0.0
1752_01,2,0,3,15.0,0,1006.0,1.0,0.0,0.0,308.0,1,6,333,2,1,1007.0,0.0,251.75,1006.0
1753_01,2,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,7,272,2,0,0.0,0.0,0.0,0.0
1755_01,2,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,0,7,273,2,0,0.0,0.0,0.0,0.0
1757_01,2,0,1,67.0,0,26.0,809.0,0.0,39.0,26.0,0,6,334,2,0,874.0,0.0,218.5,809.0
1758_01,2,0,1,55.0,0,587.0,0.0,0.0,318.0,3.0,0,7,274,2,0,905.0,0.0,226.25,587.0
1760_01,2,0,1,50.0,0,742.0,21.0,10.0,26.0,4.0,0,6,336,2,1,799.0,10.0,199.75,742.0
1761_01,2,0,3,23.0,0,145.0,490.0,17.0,49.0,1.0,0,6,347,1,0,701.0,17.0,175.25,490.0
1762_01,2,0,2,21.0,0,2400.0,7.0,0.0,20.0,0.0,1,5,132,2,1,2427.0,0.0,606.75,2400.0
1762_02,2,0,1,15.0,0,104.0,458.08,0.0,174.0,253.0,0,7,275,2,1,736.0799999999999,0.0,184.01999999999998,458.08
1763_01,1,0,1,41.0,0,0.0,3240.0,0.0,59.0,0.0,1,5,133,2,1,3299.0,0.0,824.75,3240.0
1764_01,3,1,1,59.0,0,0.0,0.0,0.0,0.0,0.0,1,6,337,2,1,0.0,0.0,0.0,0.0
1764_02,3,0,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,5,134,2,0,0.0,0.0,0.0,0.0
1766_01,2,0,3,21.0,0,112.0,0.0,0.0,0.0,1333.0,0,6,338,2,0,112.0,0.0,28.0,112.0
1767_01,1,1,3,14.0,0,0.0,0.0,0.0,0.0,0.0,1,3,65,2,1,0.0,0.0,0.0,0.0
1767_02,1,0,1,50.0,0,3677.0,782.0,0.0,6.0,1168.0,1,3,65,2,0,4465.0,0.0,1116.25,3677.0
1767_03,1,0,1,32.0,0,2973.0,3368.0,124.0,57.0,42.0,1,3,65,2,1,6522.0,57.0,1630.5,3368.0
1767_04,1,1,1,46.0,0,0.0,0.0,0.0,0.0,0.0,1,3,65,2,1,0.0,0.0,0.0,0.0
1768_01,2,0,1,28.82,0,0.0,24.0,0.0,732.0,0.0,0,7,276,2,1,756.0,0.0,189.0,732.0
1769_01,3,1,1,58.0,0,0.0,0.0,0.0,0.0,0.0,1,6,339,2,1,0.0,0.0,0.0,0.0
1770_01,1,1,3,15.0,0,0.0,0.0,0.0,0.0,0.0,1,2,75,2,1,0.0,0.0,0.0,0.0
1771_01,2,0,1,35.0,0,0.0,338.0,436.0,311.14,0.0,1,7,291,1,1,1085.1399999999999,0.0,271.28499999999997,436.0
1772_01,3,0,1,30.0,0,1220.0,0.0,49.0,39.0,0.0,0,6,348,1,1,1308.0,0.0,327.0,1220.0
1774_01,3,1,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1,5,135,2,1,0.0,0.0,0.0,0.0
1775_01,2,0,1,43.0,0,0.0,0.0,870.0,0.0,14.0,1,7,277,2,0,870.0,0.0,217.5,870.0
1776_01,2,0,1,21.0,0,0.0,0.0,809.0,0.0,0.0,0,7,278,2,1,809.0,0.0,202.25,809.0
1778_01,2,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,0,7,279,2,0,0.0,0.0,0.0,0.0
1779_01,2,0,3,37.0,0,164.0,603.0,0.0,0.0,11.0,1,6,349,1,1,767.0,0.0,191.75,603.0
1781_01,1,0,3,28.0,0,0.0,11026.0,0.0,0.0,12.0,1,3,66,2,0,11026.0,0.0,2756.5,11026.0
1782_01,2,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,0,6,427,2,1,0.0,0.0,0.0,0.0
1782_02,2,0,1,40.0,0,596.0,458.08,135.0,73.0,0.0,0,6,341,2,1,1262.08,73.0,315.52,596.0
1783_01,2,0,3,42.0,0,28.0,0.0,0.0,0.0,591.0,0,7,281,2,0,28.0,0.0,7.0,28.0
1783_02,2,1,2,21.0,0,0.0,0.0,0.0,311.14,0.0,0,7,281,2,0,311.14,0.0,77.785,311.14
1785_01,3,1,3,31.0,0,0.0,0.0,0.0,311.14,0.0,0,5,107,1,1,311.14,0.0,77.785,311.14
1786_01,2,0,1,51.0,0,28.0,94.0,0.0,34.0,638.0,0,6,342,2,0,156.0,0.0,39.0,94.0
1792_01,3,0,1,73.0,0,27.0,2.0,71.0,1208.0,0.0,0,6,352,1,1,1308.0,2.0,327.0,1208.0
1796_01,1,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,3,67,2,1,0.0,0.0,0.0,0.0
1797_01,1,1,3,33.0,0,0.0,0.0,0.0,0.0,0.0,1,2,57,1,1,0.0,0.0,0.0,0.0
1798_01,2,0,1,39.0,0,1.0,275.0,33.0,376.0,105.0,0,5,137,2,0,685.0,1.0,171.25,376.0
1799_01,2,0,1,19.0,0,5.0,639.0,0.0,84.0,180.0,0,7,295,1,0,728.0,0.0,182.0,639.0
1800_01,2,0,3,12.0,0,0.0,0.0,0.0,0.0,0.0,1,7,283,2,0,0.0,0.0,0.0,0.0
1800_02,2,1,3,10.0,0,0.0,0.0,0.0,0.0,0.0,0,7,283,2,0,0.0,0.0,0.0,0.0
1800_03,2,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,7,283,2,1,0.0,0.0,0.0,0.0
1800_04,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,283,2,0,0.0,0.0,0.0,0.0
1800_05,2,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1,7,283,2,1,0.0,0.0,0.0,0.0
1802_01,2,0,1,33.0,0,0.0,0.0,2.0,787.0,1.0,0,5,109,1,0,789.0,0.0,197.25,787.0
1803_01,2,0,3,23.0,0,0.0,169.0,0.0,553.0,0.0,0,6,354,1,0,722.0,0.0,180.5,553.0
1804_01,3,1,1,5.0,0,0.0,0.0,0.0,0.0,0.0,1,6,355,1,1,0.0,0.0,0.0,0.0
1805_01,2,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,7,284,2,1,0.0,0.0,0.0,0.0
1806_01,3,0,1,26.0,0,0.0,0.0,0.0,0.0,0.0,0,5,138,2,1,0.0,0.0,0.0,0.0
1807_01,1,0,3,30.0,0,0.0,3722.0,4.0,140.0,4045.0,0,2,58,1,0,3866.0,0.0,966.5,3722.0
1808_01,2,0,1,33.0,0,0.0,763.0,8.0,2.0,30.0,0,6,346,2,1,773.0,0.0,193.25,763.0
1810_01,3,0,1,56.0,0,4694.0,0.0,2661.0,51.0,0.0,0,6,356,1,1,7406.0,0.0,1851.5,4694.0
1811_01,2,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,1,7,285,2,1,0.0,0.0,0.0,0.0
1811_02,2,0,1,28.82,0,928.0,20.0,0.0,0.0,0.0,0,6,347,2,1,948.0,0.0,237.0,928.0
1812_01,2,0,1,25.0,0,9.0,852.0,73.0,12.0,57.0,1,6,357,1,0,946.0,9.0,236.5,852.0
1813_01,2,0,3,18.0,0,0.0,0.0,454.0,0.0,263.0,0,6,358,1,0,454.0,0.0,113.5,454.0
1816_01,1,0,1,60.0,1,1891.0,640.0,0.0,360.0,52.0,1,3,68,2,0,2891.0,0.0,722.75,1891.0
1816_02,1,0,1,41.0,0,0.0,2334.0,1.0,6.0,23.0,1,3,68,2,1,2341.0,0.0,585.25,2334.0
1817_01,2,0,2,16.0,0,112.0,0.0,38.0,77.0,443.0,0,6,349,2,1,227.0,0.0,56.75,112.0
1818_01,2,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,7,297,1,0,0.0,0.0,0.0,0.0
1821_01,2,0,1,26.0,0,224.69,4.0,361.0,0.0,19.0,0,7,298,1,0,589.69,0.0,147.4225,361.0
1822_01,2,0,1,31.0,0,2.0,811.0,0.0,0.0,0.0,1,7,299,1,1,813.0,0.0,203.25,811.0
1823_01,2,0,1,67.0,0,143.0,68.0,496.0,182.0,9.0,1,6,427,2,0,889.0,68.0,222.25,496.0
1826_01,2,0,3,16.0,0,224.69,231.0,569.0,2.0,0.0,0,6,351,2,0,1026.69,2.0,256.6725,569.0
1827_01,2,0,3,24.0,0,0.0,94.0,1.0,56.0,427.0,0,6,352,2,0,151.0,0.0,37.75,94.0
1828_01,2,0,1,19.0,0,0.0,1333.0,3.0,624.0,254.0,1,6,361,1,1,1960.0,0.0,490.0,1333.0
1829_01,1,0,3,48.0,0,0.0,3578.0,80.0,123.0,304.86,1,4,56,1,-1,3781.0,0.0,945.25,3578.0
1829_02,1,0,1,30.0,0,1.0,6398.0,0.0,2.0,295.0,1,4,56,1,1,6401.0,0.0,1600.25,6398.0
1829_03,1,0,1,22.0,0,0.0,8882.0,21.0,2204.0,19.0,1,4,56,1,1,11107.0,0.0,2776.75,8882.0
1829_04,1,0,1,28.0,1,0.0,4424.0,3.0,207.0,1572.0,1,4,56,1,1,4634.0,0.0,1158.5,4424.0
1829_05,1,1,3,23.0,0,0.0,0.0,0.0,0.0,0.0,1,4,56,1,1,0.0,0.0,0.0,0.0
