PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_deck,Cabin_num,Cabin_side,TotalServices,Sex
0772_04,1,0,3,7.0,0,0.0,0.0,0.0,0.0,0.0,True,5,56,2,0.0,-1.0
0773_01,2,0,1,30.0,0,558.0,4.0,0.0,175.0,0.0,False,6,143,2,737.0,0.0
0776_01,2,0,1,19.0,0,0.0,2.0,1399.0,0.0,18.0,True,6,161,1,1401.0,0.0
0777_01,1,0,1,30.0,0,0.0,3004.0,0.0,1018.0,0.0,False,1,5,1,4022.0,-1.0
0779_01,2,0,1,21.0,0,562.0,2.0,0.0,0.0,11.0,False,6,162,1,564.0,1.0
0781_01,2,0,2,21.0,0,14.0,33.0,0.0,3.0,467.0,False,7,118,2,50.0,1.0
0782_01,3,1,1,59.0,0,0.0,0.0,0.0,0.0,0.0,True,6,163,1,0.0,1.0
0784_01,1,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,True,3,33,2,0.0,-1.0
0785_01,2,0,1,32.0,0,713.0,0.0,2.0,0.0,1.0,False,6,165,1,715.0,0.0
0786_01,2,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,7,113,1,0.0,1.0
0787_01,2,1,1,7.0,0,0.0,0.0,0.0,0.0,304.86,False,7,114,1,0.0,0.0
0788_01,2,0,3,16.0,0,797.0,0.0,0.0,0.0,0.0,False,6,166,1,797.0,-1.0
0789_01,1,0,1,31.0,1,0.0,166.0,4.0,2177.0,342.0,False,1,8,2,2347.0,-1.0
0789_02,1,0,1,30.0,0,0.0,142.0,870.0,89.0,3497.0,False,1,8,2,1101.0,-1.0
0789_03,1,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,True,1,8,2,0.0,-1.0
0790_01,2,1,2,20.0,0,0.0,0.0,174.73,0.0,0.0,True,7,119,2,174.73,0.0
0791_01,2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,False,7,115,1,0.0,0.0
0793_01,2,0,2,39.0,0,0.0,0.0,0.0,7.0,766.0,False,7,117,1,7.0,0.0
0794_01,3,0,3,19.0,0,0.0,0.0,0.0,0.0,0.0,True,6,144,2,0.0,1.0
0794_02,3,1,3,27.0,0,0.0,0.0,0.0,0.0,0.0,True,6,144,2,0.0,-1.0
0795_01,2,0,1,34.0,0,0.0,0.0,0.0,874.0,0.0,False,6,145,2,874.0,0.0
0796_01,1,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,True,4,28,2,0.0,-1.0
0797_01,2,0,1,29.0,0,0.0,0.0,0.0,0.0,645.0,False,6,146,2,0.0,1.0
0798_01,3,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,True,6,147,2,0.0,1.0
0799_01,1,0,3,28.82,0,0.0,3462.0,5.0,1590.0,4.0,False,1,6,1,5057.0,-1.0
0802_01,3,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,True,6,148,2,0.0,1.0
0805_01,1,0,3,36.0,1,0.0,13248.0,100.0,1953.0,1.0,True,3,29,1,15301.0,-1.0
0806_01,2,0,1,31.0,0,183.0,0.0,32.0,0.0,1171.0,False,6,149,2,215.0,-1.0
0806_02,2,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,True,7,120,2,0.0,-1.0
0808_01,2,0,1,31.0,0,159.0,110.0,701.0,0.0,10.0,False,5,57,2,970.0,1.0
0809_01,3,0,1,10.0,0,0.0,0.0,0.0,0.0,304.86,True,6,151,2,0.0,-1.0
0809_02,3,0,1,28.82,0,1227.0,42.0,1.0,0.0,0.0,False,6,151,2,1270.0,1.0
0809_03,3,0,1,42.0,0,836.0,0.0,51.0,304.0,0.0,False,6,151,2,1191.0,1.0
0809_04,3,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,6,151,2,0.0,1.0
0811_01,3,0,2,41.0,0,1209.0,0.0,0.0,0.0,833.0,False,6,152,2,1209.0,-1.0
0811_02,3,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,6,152,2,0.0,1.0
0811_03,3,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,6,152,2,0.0,1.0
0813_01,3,1,1,59.0,0,0.0,0.0,0.0,0.0,0.0,True,6,169,1,0.0,-1.0
0815_01,2,0,1,13.0,0,2.0,1.0,30.0,311.14,0.0,False,5,59,2,344.14,0.0
0816_01,1,0,3,24.0,0,0.0,284.0,0.0,4614.0,438.0,False,5,60,2,4898.0,-1.0
0817_01,2,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,False,7,119,1,0.0,0.0
0818_01,1,0,1,71.0,1,0.0,0.0,0.0,0.0,0.0,True,2,29,2,0.0,-1.0
0819_01,2,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,True,7,121,2,0.0,0.0
0820_01,2,0,3,15.0,0,0.0,59.0,714.0,0.0,3.0,True,6,154,2,773.0,1.0
0820_02,2,0,1,18.0,0,751.0,0.0,0.0,0.0,0.0,False,7,122,2,751.0,0.0
0822_01,2,0,1,19.0,0,0.0,561.0,10.0,0.0,161.0,True,6,156,2,571.0,1.0
0823_01,2,1,3,4.0,0,0.0,0.0,0.0,0.0,0.0,True,7,123,2,0.0,0.0
0823_02,2,0,3,42.0,0,0.0,0.0,739.0,0.0,0.0,True,6,427,2,739.0,-1.0
0824_01,3,0,1,51.0,0,815.0,0.0,343.0,55.0,0.0,False,6,158,2,1213.0,1.0
0825_01,2,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,7,120,1,0.0,-1.0
0826_01,2,0,1,27.0,0,174.0,653.0,0.0,0.0,0.0,True,6,427,2,827.0,0.0
0828_01,2,0,1,42.0,0,786.0,0.0,22.0,59.0,0.0,False,6,159,2,867.0,0.0
0828_02,2,0,1,41.0,0,324.0,2.0,174.73,7.0,26.0,True,6,159,2,507.73,0.0
0829_01,2,0,2,21.0,0,15.0,0.0,2695.0,2.0,0.0,True,6,170,1,2712.0,1.0
0830_01,2,0,1,31.0,0,14.0,5.0,0.0,795.0,0.0,True,6,171,1,814.0,1.0
0833_01,1,1,3,36.0,0,0.0,0.0,0.0,0.0,0.0,True,6,427,2,0.0,-1.0
0834_01,2,0,1,31.0,0,0.0,0.0,0.0,838.0,27.0,False,6,173,1,838.0,1.0
0835_01,2,0,3,14.0,0,77.0,0.0,9.0,424.0,166.0,False,7,124,2,510.0,1.0
0836_01,3,0,2,32.0,1,494.0,701.0,71.0,0.0,0.0,False,6,160,2,1266.0,1.0
0839_01,1,0,1,32.0,0,0.0,179.0,0.0,0.0,5152.0,False,2,30,2,179.0,1.0
0840_01,2,0,1,27.0,0,663.0,1111.0,0.0,0.0,2.0,False,7,123,1,1774.0,-1.0
0845_01,1,0,3,57.0,0,2651.0,2956.0,0.0,266.0,1300.0,False,2,31,2,5873.0,1.0
0846_01,2,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,False,7,125,2,0.0,0.0
0848_01,3,1,1,30.0,0,0.0,0.0,0.0,0.0,0.0,True,6,175,1,0.0,1.0
0848_02,3,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,True,6,175,1,0.0,1.0
0849_01,1,0,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,2,32,2,0.0,-1.0
0849_02,1,1,3,32.0,0,0.0,0.0,0.0,0.0,0.0,True,2,32,2,0.0,-1.0
0850_01,3,1,1,54.0,0,0.0,0.0,0.0,0.0,0.0,True,5,62,2,0.0,1.0
0851_01,2,0,3,23.0,0,217.0,378.0,19.0,1.0,12.0,False,6,176,1,615.0,1.0
0853_01,2,1,3,38.0,0,0.0,0.0,0.0,0.0,0.0,True,1,9,2,0.0,-1.0
0859_01,2,1,1,32.0,0,0.0,0.0,0.0,0.0,0.0,True,7,127,2,0.0,-1.0
0860_01,2,0,1,24.0,0,34.0,7.0,320.0,0.0,427.0,False,5,48,1,361.0,-1.0
0863_01,2,1,1,36.0,0,0.0,0.0,0.0,0.0,0.0,False,7,129,2,0.0,1.0
0863_02,2,0,1,11.0,0,0.0,0.0,0.0,0.0,0.0,False,7,129,2,0.0,0.0
0863_03,2,1,1,6.0,0,0.0,0.0,0.0,0.0,0.0,False,7,129,2,0.0,1.0
0865_01,1,1,3,36.0,0,0.0,458.08,0.0,0.0,0.0,True,2,35,2,458.08,-1.0
0865_02,1,1,3,22.0,0,0.0,0.0,0.0,0.0,0.0,True,2,35,2,0.0,-1.0
0867_01,2,0,1,28.82,0,2.0,850.0,18.0,2.0,0.0,False,6,163,2,872.0,0.0
0868_01,2,1,1,37.0,0,0.0,0.0,0.0,0.0,0.0,True,7,130,2,0.0,0.0
0869_01,2,0,1,55.0,0,280.0,0.0,444.0,0.0,0.0,False,6,164,2,724.0,1.0
0870_01,2,0,2,28.82,0,112.0,473.0,0.0,92.0,0.0,False,7,126,1,677.0,0.0
0871_01,1,0,1,20.0,0,2.0,4754.0,0.0,246.0,31.0,True,1,10,2,5002.0,1.0
0873_01,2,0,1,16.0,0,224.69,0.0,32.0,2529.0,92.0,False,6,180,1,2785.69,1.0
0874_01,2,0,1,19.0,0,0.0,162.0,540.0,0.0,0.0,False,6,165,2,702.0,0.0
0875_01,2,0,1,38.0,0,0.0,0.0,0.0,0.0,0.0,False,7,131,2,0.0,-1.0
0876_01,2,0,1,35.0,0,12.0,687.0,46.0,2.0,0.0,False,6,166,2,747.0,-1.0
0877_01,1,1,3,33.0,0,0.0,0.0,0.0,0.0,0.0,True,3,30,1,0.0,1.0
0878_01,3,0,2,37.0,1,381.0,0.0,3.0,447.0,0.0,False,4,31,2,831.0,-1.0
0879_01,2,0,1,46.0,0,784.0,0.0,0.0,0.0,4.0,False,6,427,2,784.0,-1.0
0881_01,1,0,1,41.0,0,3103.0,3.0,0.0,31.0,26.0,False,4,32,2,3137.0,-1.0
0883_01,2,0,1,13.0,0,875.0,5.0,10.0,18.0,0.0,False,7,127,1,908.0,1.0
0885_01,2,1,1,31.0,0,0.0,0.0,0.0,0.0,0.0,False,7,133,2,0.0,0.0
0885_02,2,1,3,52.0,0,0.0,0.0,0.0,0.0,0.0,True,7,133,2,0.0,0.0
0889_01,1,0,1,48.0,0,0.0,0.0,0.0,0.0,0.0,False,3,32,1,0.0,1.0
0889_02,1,0,3,27.0,0,1.0,12804.0,0.0,10.0,52.0,True,3,32,1,12815.0,-1.0
0890_01,3,0,1,16.0,0,172.0,458.08,338.0,9.0,0.0,False,6,184,1,977.08,-1.0
0893_01,2,1,3,32.0,0,0.0,0.0,0.0,0.0,0.0,True,7,129,1,0.0,0.0
0898_01,2,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,False,7,134,2,0.0,0.0
0899_01,2,0,1,26.0,0,0.0,0.0,716.0,0.0,1.0,True,6,187,1,716.0,0.0
0899_02,2,1,1,44.0,0,0.0,0.0,0.0,0.0,0.0,False,7,130,1,0.0,0.0
0901_01,3,0,1,32.0,0,47.0,0.0,2552.0,0.0,0.0,True,6,167,2,2599.0,1.0
0902_01,2,0,1,18.0,0,200.0,124.0,0.0,413.0,0.0,True,6,188,1,737.0,0.0
0903_01,2,1,3,23.0,0,0.0,0.0,0.0,311.14,0.0,False,7,135,2,311.14,0.0
0904_01,1,0,1,44.0,0,0.0,2792.0,0.0,148.0,1043.0,False,3,33,1,2940.0,1.0
0905_01,3,0,2,29.0,0,4.0,0.0,421.0,435.0,19.0,False,4,38,1,860.0,1.0
0906_01,2,0,3,19.0,0,0.0,388.0,469.0,311.14,0.0,True,6,168,2,1168.14,0.0
0907_01,1,0,3,41.0,0,0.0,5738.0,7.0,9038.0,28.0,False,2,34,1,14783.0,1.0
0907_02,1,0,1,28.0,0,0.0,1736.0,174.73,145.0,634.0,False,2,34,1,2055.73,0.0
0910_01,2,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,7,137,2,0.0,0.0
0911_01,3,0,1,32.0,1,2492.0,0.0,174.73,136.0,4.0,False,6,189,1,2802.73,-1.0
0911_02,2,0,1,74.0,0,853.0,0.0,543.0,31.0,0.0,True,6,189,1,1427.0,1.0
0912_01,1,0,1,31.0,0,0.0,7461.0,0.0,369.0,450.0,True,2,37,2,7830.0,-1.0
0913_01,1,0,3,38.0,0,0.0,172.0,0.0,5907.0,34.0,False,5,51,1,6079.0,1.0
0915_01,2,0,1,20.0,0,157.0,0.0,0.0,544.0,3.0,False,7,138,2,701.0,0.0
0918_01,2,0,1,24.0,0,47.0,0.0,10.0,139.0,1406.0,False,5,66,2,196.0,-1.0
0919_01,2,0,2,26.0,0,18.0,84.0,93.0,886.0,289.0,False,6,190,1,1081.0,1.0
0921_01,2,1,2,44.0,0,0.0,0.0,0.0,0.0,0.0,False,7,139,2,0.0,0.0
0922_01,1,1,3,33.0,0,0.0,0.0,0.0,0.0,304.86,True,2,35,1,0.0,-1.0
0922_02,1,0,3,31.0,0,0.0,1095.0,0.0,169.0,1226.0,False,2,35,1,1264.0,-1.0
0923_01,1,0,3,28.82,0,0.0,7767.0,0.0,15.0,2453.0,True,3,38,2,7782.0,-1.0
0923_02,1,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,True,2,38,2,0.0,1.0
0924_01,2,0,1,33.0,0,13.0,0.0,984.0,0.0,0.0,False,5,67,2,997.0,1.0
0925_01,3,0,1,34.0,0,379.0,0.0,1626.0,0.0,0.0,False,6,191,1,2005.0,-1.0
0925_02,3,1,1,11.0,0,0.0,0.0,0.0,0.0,0.0,True,6,191,1,0.0,1.0
0925_03,3,1,1,41.0,0,0.0,458.08,0.0,0.0,0.0,True,6,191,1,458.08,1.0
0926_01,1,0,3,30.0,0,0.0,7992.0,0.0,507.0,25.0,True,2,39,2,8499.0,-1.0
0926_02,1,0,1,30.0,0,0.0,760.0,234.0,2761.0,81.0,False,2,39,2,3755.0,-1.0
0927_01,2,0,1,25.0,0,0.0,458.08,699.0,43.0,22.0,False,7,140,2,1200.08,1.0
0928_01,2,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,True,7,133,1,0.0,0.0
0930_01,2,0,1,38.0,0,646.0,0.0,0.0,135.0,260.0,False,6,192,1,781.0,1.0
0930_02,2,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,7,134,1,0.0,0.0
0931_01,2,0,1,19.0,0,0.0,458.08,115.0,126.0,491.0,True,6,193,1,699.0799999999999,0.0
0932_01,3,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,6,427,2,0.0,1.0
0933_01,1,0,1,30.0,0,14.0,12045.0,0.0,2121.0,0.0,True,3,35,1,14180.0,-1.0
0933_02,1,0,1,29.0,0,0.0,1127.0,0.0,1867.0,1070.0,False,3,35,1,2994.0,-1.0
0935_01,2,0,1,36.0,0,0.0,11.0,0.0,18.0,872.0,False,6,194,1,29.0,1.0
0938_01,2,0,1,24.0,0,174.0,0.0,0.0,630.0,0.0,False,6,172,2,804.0,0.0
0938_02,2,0,1,30.0,0,0.0,0.0,871.0,0.0,0.0,True,5,68,2,871.0,1.0
0938_03,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,7,143,2,0.0,0.0
0939_01,2,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,7,135,1,0.0,0.0
0940_01,2,0,1,38.0,0,55.0,741.0,0.0,0.0,13.0,True,7,136,1,796.0,1.0
0941_01,2,0,1,13.0,0,0.0,7.0,0.0,1175.0,0.0,False,6,195,1,1182.0,0.0
0942_01,3,0,1,18.0,0,594.0,0.0,555.0,0.0,0.0,False,6,196,1,1149.0,1.0
0944_01,2,0,1,16.0,0,891.0,0.0,831.0,0.0,0.0,False,7,137,1,1722.0,1.0
0944_02,2,0,3,8.0,0,0.0,0.0,0.0,0.0,0.0,False,7,137,1,0.0,0.0
0946_01,2,0,1,19.0,0,72.0,5.0,0.0,342.0,188.0,True,6,198,1,419.0,0.0
0947_01,2,0,3,26.0,0,0.0,474.0,0.0,0.0,201.0,False,7,138,1,474.0,0.0
0949_01,2,1,3,15.0,0,0.0,0.0,0.0,0.0,0.0,True,7,140,1,0.0,1.0
0951_01,2,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,True,7,144,2,0.0,1.0
0952_01,3,0,1,45.0,0,877.0,0.0,1383.0,0.0,0.0,False,6,175,2,2260.0,-1.0
0953_01,2,0,2,48.0,0,0.0,306.0,3.0,311.14,359.0,False,6,199,1,620.14,1.0
0955_01,2,1,3,17.0,0,224.69,0.0,0.0,0.0,0.0,False,7,145,2,224.69,0.0
0956_01,2,0,1,28.0,0,0.0,631.0,0.0,5.0,0.0,True,5,70,2,636.0,1.0
0957_01,3,1,1,41.0,0,0.0,0.0,0.0,0.0,0.0,True,6,201,1,0.0,1.0
0960_01,2,0,1,19.0,0,3.0,0.0,174.73,0.0,788.0,False,5,72,2,177.73,0.0
0961_01,2,0,3,14.0,0,0.0,885.0,8.0,0.0,0.0,True,7,141,1,893.0,-1.0
0964_01,1,1,1,21.0,0,0.0,0.0,0.0,0.0,304.86,True,2,36,1,0.0,-1.0
0964_02,1,1,1,48.0,0,0.0,0.0,0.0,0.0,0.0,True,2,36,1,0.0,-1.0
0965_01,3,0,1,19.0,0,631.0,0.0,834.0,304.0,0.0,False,6,178,2,1769.0,1.0
0966_01,2,0,1,29.0,0,1377.0,0.0,0.0,167.0,0.0,False,6,179,2,1544.0,0.0
0968_01,2,0,1,20.0,0,792.0,0.0,0.0,0.0,0.0,False,5,53,1,792.0,0.0
0969_01,3,1,1,44.0,0,0.0,0.0,0.0,0.0,0.0,True,6,202,1,0.0,1.0
0970_01,2,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,7,142,1,0.0,0.0
0971_01,2,1,1,64.0,0,0.0,0.0,0.0,0.0,0.0,False,7,143,1,0.0,-1.0
0972_01,2,0,1,21.0,0,0.0,314.0,323.0,1026.0,6.0,False,5,54,1,1663.0,0.0
0975_01,2,0,3,32.0,0,58.0,317.0,448.0,3.0,0.0,True,5,56,1,826.0,0.0
0976_01,2,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,False,7,146,2,0.0,1.0
0978_01,2,0,1,24.0,0,224.69,32.0,8.0,0.0,0.0,False,6,203,1,264.69,0.0
0979_01,1,0,1,44.0,0,0.0,0.0,0.0,0.0,0.0,True,2,40,2,0.0,-1.0
0982_01,2,1,2,57.0,0,0.0,0.0,0.0,0.0,0.0,True,7,145,1,0.0,1.0
0982_02,2,0,1,51.0,0,224.69,458.08,4.0,0.0,0.0,False,7,145,1,686.77,-1.0
0983_01,2,1,3,34.0,0,0.0,0.0,0.0,0.0,0.0,True,7,149,2,0.0,1.0
0984_01,2,0,1,45.0,0,0.0,1.0,13.0,0.0,873.0,False,7,150,2,14.0,0.0
0984_02,2,0,1,24.0,0,0.0,0.0,718.0,0.0,0.0,False,6,182,2,718.0,-1.0
0984_03,2,0,1,23.0,0,0.0,0.0,490.0,0.0,319.0,False,7,150,2,490.0,1.0
0984_04,2,1,1,30.0,0,0.0,0.0,0.0,0.0,0.0,True,7,150,2,0.0,0.0
0984_05,2,0,3,20.0,0,0.0,11.0,0.0,136.0,1088.0,False,6,182,2,147.0,1.0
0984_06,2,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,True,7,150,2,0.0,1.0
0984_07,2,1,2,28.82,0,0.0,0.0,0.0,0.0,0.0,False,7,150,2,0.0,0.0
0984_08,2,1,1,71.0,0,0.0,0.0,0.0,0.0,0.0,True,7,150,2,0.0,-1.0
0985_01,2,0,3,18.0,0,6.0,0.0,174.73,12.0,704.0,True,5,57,1,192.73,0.0
0987_01,2,0,1,16.0,0,3.0,0.0,35.0,150.0,478.0,False,6,204,1,188.0,1.0
0988_01,2,0,1,28.0,0,0.0,3.0,906.0,0.0,0.0,False,7,151,2,909.0,0.0
0988_02,2,0,1,36.0,0,1.0,784.0,0.0,55.0,149.0,True,5,73,2,840.0,0.0
0989_01,2,0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,False,7,146,1,0.0,1.0
0990_01,2,0,2,26.0,0,0.0,541.0,46.0,4.0,96.0,False,6,183,2,591.0,0.0
0991_01,2,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,False,7,152,2,0.0,1.0
0992_01,1,0,1,49.0,0,31.0,2727.0,0.0,184.0,135.0,True,4,35,2,2942.0,1.0
0992_02,1,0,1,29.0,0,387.0,942.0,0.0,9927.0,1341.0,False,4,35,2,11256.0,-1.0
0992_03,1,0,3,46.0,0,1192.0,1736.0,17.0,21.0,0.0,True,4,35,2,2966.0,1.0
0992_04,1,0,3,35.0,1,8030.0,300.0,0.0,0.0,1436.0,False,6,427,2,8330.0,-1.0
0992_05,1,1,3,17.0,0,0.0,0.0,0.0,0.0,0.0,True,4,35,2,0.0,1.0
0992_06,1,0,3,37.0,0,4301.0,791.0,0.0,1748.0,91.0,False,4,35,2,6840.0,-1.0
0993_01,2,0,3,24.0,0,252.0,0.0,0.0,449.0,0.0,False,6,184,2,701.0,0.0
0994_01,2,1,1,47.0,0,0.0,0.0,0.0,0.0,0.0,False,7,153,2,0.0,0.0
0994_02,2,0,1,26.0,0,621.0,1.0,98.0,11.0,135.0,False,6,185,2,731.0,1.0
0995_01,1,1,3,46.0,0,0.0,0.0,0.0,0.0,0.0,True,3,36,1,0.0,1.0
0997_01,3,0,1,27.0,0,253.0,0.0,880.0,22.0,2.0,False,6,186,2,1155.0,1.0
0998_01,1,0,1,56.0,0,0.0,7447.0,0.0,253.0,35.0,True,3,37,1,7700.0,-1.0
1000_01,3,0,1,18.0,0,885.0,0.0,32.0,0.0,0.0,False,4,39,1,917.0,1.0
1001_01,2,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,False,7,154,2,0.0,0.0
1002_01,3,0,3,3.0,0,0.0,0.0,0.0,0.0,0.0,True,6,187,2,0.0,-1.0
1002_02,3,0,1,42.0,0,1050.0,0.0,715.0,0.0,3.0,False,6,187,2,1765.0,1.0
1002_03,3,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,True,6,187,2,0.0,-1.0
1004_01,1,1,3,56.0,0,0.0,0.0,0.0,0.0,0.0,True,1,11,2,0.0,1.0
1005_01,2,0,1,20.0,0,0.0,0.0,4.0,9.0,773.0,False,7,156,2,13.0,-1.0
1006_01,2,0,1,21.0,0,0.0,0.0,0.0,0.0,791.0,False,5,74,2,0.0,0.0
1006_02,2,1,1,5.0,0,0.0,0.0,0.0,0.0,0.0,True,5,74,2,0.0,1.0
1006_03,2,0,1,12.0,0,0.0,0.0,0.0,0.0,0.0,True,6,427,2,0.0,0.0
1008_01,1,1,3,39.0,0,0.0,0.0,0.0,0.0,0.0,True,3,39,2,0.0,-1.0
1008_02,1,1,1,60.0,0,0.0,0.0,0.0,0.0,0.0,True,3,39,2,0.0,-1.0
1011_01,2,0,1,31.0,0,1633.0,4.0,49.0,6.0,0.0,False,6,427,2,1692.0,0.0
1011_02,2,1,1,58.0,0,0.0,0.0,0.0,0.0,0.0,False,7,148,1,0.0,0.0
1012_01,2,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,7,149,1,0.0,0.0
1013_01,2,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,False,7,158,2,0.0,1.0
1014_01,3,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,6,207,1,0.0,-1.0
1015_01,2,0,1,44.0,0,0.0,131.0,267.0,554.0,0.0,False,6,189,2,952.0,0.0
1017_01,2,0,1,20.0,0,0.0,15.0,122.0,1125.0,0.0,False,6,190,2,1262.0,0.0
1018_01,2,1,1,18.0,0,0.0,0.0,0.0,0.0,0.0,True,7,150,1,0.0,0.0
1019_01,2,0,1,36.0,0,1.0,1410.0,0.0,1.0,0.0,True,6,191,2,1412.0,0.0
1020_01,3,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,6,208,1,0.0,0.0
1022_01,2,0,1,15.0,0,48.0,6.0,0.0,954.0,0.0,False,6,427,2,1008.0,0.0
1024_01,2,0,3,18.0,0,187.0,12.0,0.0,1277.0,0.0,False,6,209,1,1476.0,0.0
1024_02,2,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,7,152,1,0.0,1.0
1024_03,2,0,3,54.0,0,0.0,5.0,0.0,594.0,209.0,False,7,152,1,599.0,0.0
1024_04,2,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,False,7,152,1,0.0,1.0
1025_01,2,0,1,20.0,0,759.0,0.0,106.0,202.0,0.0,False,6,210,1,1067.0,0.0
1026_01,2,1,1,21.0,0,224.69,0.0,0.0,0.0,0.0,False,7,159,2,224.69,0.0
1027_01,3,0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,True,6,211,1,0.0,1.0
1027_02,3,0,1,46.0,0,1454.0,0.0,81.0,38.0,0.0,False,6,211,1,1573.0,-1.0
1027_03,3,0,1,31.0,0,231.0,0.0,174.73,279.0,9.0,False,6,211,1,684.73,-1.0
1027_04,3,0,3,3.0,0,0.0,0.0,0.0,0.0,0.0,True,6,211,1,0.0,0.0
1029_01,3,1,1,30.0,0,0.0,0.0,0.0,0.0,0.0,True,6,212,1,0.0,-1.0
1030_01,2,0,1,23.0,0,1081.0,0.0,0.0,0.0,7.0,False,6,213,1,1081.0,0.0
1031_01,2,0,1,14.0,0,756.0,84.0,0.0,8.0,99.0,False,6,194,2,848.0,1.0
1032_01,2,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,False,7,153,1,0.0,0.0
1033_01,2,1,1,61.0,0,0.0,0.0,0.0,0.0,0.0,True,7,154,1,0.0,1.0
1034_01,2,0,1,31.0,0,0.0,0.0,0.0,675.0,213.0,False,7,155,1,675.0,-1.0
1035_01,3,0,3,13.0,0,4.0,0.0,1973.0,0.0,39.0,True,6,214,1,1977.0,1.0
1036_01,2,1,2,24.0,0,0.0,458.08,0.0,0.0,0.0,True,7,161,2,458.08,1.0
1038_01,2,0,1,47.0,0,0.0,306.0,84.0,499.0,0.0,False,7,163,2,889.0,0.0
1040_01,2,0,2,15.0,0,521.0,162.0,62.0,5.0,0.0,True,7,164,2,750.0,1.0
1041_01,1,1,1,46.0,0,0.0,0.0,0.0,0.0,0.0,True,6,427,2,0.0,-1.0
1043_01,2,0,1,49.0,0,0.0,0.0,1526.0,960.0,0.0,False,6,215,1,2486.0,0.0
1045_01,1,0,1,37.0,0,0.0,0.0,0.0,0.0,0.0,False,3,38,1,0.0,-1.0
1045_02,1,0,1,44.0,0,0.0,2349.0,7.0,815.0,10896.0,False,3,38,1,3171.0,1.0
1046_01,2,0,1,16.0,0,507.0,0.0,0.0,0.0,304.86,False,6,196,2,507.0,0.0
1047_01,2,1,1,58.0,0,0.0,0.0,0.0,0.0,0.0,True,7,156,1,0.0,-1.0
1048_01,2,0,1,20.0,0,0.0,537.0,612.0,3.0,0.0,True,6,216,1,1152.0,1.0
1049_01,3,1,3,36.0,0,0.0,0.0,0.0,0.0,0.0,True,6,217,1,0.0,-1.0
1049_02,3,1,1,31.0,0,0.0,0.0,0.0,0.0,0.0,True,6,217,1,0.0,-1.0
1051_01,2,0,1,21.0,0,2.0,447.0,81.0,74.0,304.86,False,6,197,2,604.0,1.0
1052_01,2,0,3,22.0,0,224.69,0.0,21.0,0.0,0.0,False,6,198,2,245.69,0.0
1053_01,2,0,2,27.0,0,182.0,0.0,0.0,0.0,376.0,False,6,199,2,182.0,1.0
1054_01,2,0,1,58.0,0,0.0,0.0,828.0,0.0,96.0,True,6,200,2,828.0,0.0
1056_01,2,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,True,6,218,1,0.0,-1.0
1056_02,3,1,3,30.0,0,0.0,0.0,0.0,0.0,0.0,True,6,218,1,0.0,-1.0
1057_01,1,1,3,20.0,0,0.0,0.0,0.0,0.0,0.0,True,3,39,1,0.0,-1.0
