HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Cabin_deck,Cabin_num,Cabin_side,Transported
3,0,1,20.0,0,2502.0,0.0,96.0,0.0,0.0,6,526,1,0
1,0,1,42.0,0,2.0,3024.0,0.0,89.0,10.0,5,179,2,1
3,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,6,527,1,1
3,0,1,32.0,0,598.0,0.0,138.0,0.0,624.0,5,155,1,0
2,0,1,28.0,0,145.0,8.0,557.0,0.0,74.0,7,414,1,1
1,1,3,21.0,0,0.0,0.0,0.0,0.0,0.0,3,93,2,1
1,1,3,56.0,1,0.0,0.0,0.0,0.0,0.0,3,93,2,1
1,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,3,90,1,1
2,0,1,42.0,0,10.0,303.0,12.0,0.0,478.0,6,496,2,0
2,0,1,18.0,0,1153.0,0.0,0.0,1409.0,195.0,6,498,2,0
2,0,1,24.0,0,19.0,676.0,0.0,26.0,0.0,7,412,2,0
2,0,1,20.0,0,496.0,20.0,16.0,0.0,254.0,5,156,1,0
2,0,1,22.0,0,26.0,0.0,0.0,0.0,733.0,6,531,1,0
2,0,1,22.0,0,98.0,0.0,46.0,641.0,0.0,7,415,1,0
2,0,2,21.0,0,0.0,0.0,174.73,0.0,0.0,7,417,1,0
2,0,1,28.0,0,4.0,166.0,743.0,0.0,0.0,7,419,1,1
1,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,3,91,1,1
1,1,3,50.0,0,0.0,0.0,0.0,0.0,0.0,3,91,1,1
1,0,1,26.0,0,0.0,8150.0,0.0,3508.0,99.0,3,91,1,0
1,0,1,30.0,1,0.0,632.0,0.0,673.0,2272.0,3,91,1,0
1,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,3,91,1,1
2,0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,7,420,1,0
2,0,1,45.0,0,406.0,148.0,285.0,0.0,0.0,7,420,1,0
2,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,7,420,1,1
2,0,2,18.0,0,9.0,419.0,0.0,201.0,7.0,6,499,2,0
2,0,1,23.0,0,0.0,121.0,0.0,568.0,128.0,7,413,2,0
3,0,1,29.0,1,803.0,0.0,0.0,58.0,0.0,4,75,1,0
3,0,1,18.0,0,1102.0,9.0,2628.0,0.0,0.0,4,75,1,0
2,0,1,28.0,0,804.0,2.0,13.0,0.0,62.0,7,421,1,0
1,1,1,34.0,0,0.0,0.0,0.0,0.0,0.0,2,98,2,1
3,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,6,533,1,1
3,0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,6,533,1,1
3,0,1,28.0,0,938.0,61.0,0.0,53.0,4.0,4,76,1,0
3,0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,6,533,1,1
3,0,1,20.0,0,59.0,0.0,1646.0,1657.0,0.0,4,77,1,0
3,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,6,534,1,1
3,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,6,500,2,1
2,0,3,31.0,0,995.0,7.0,1213.0,0.0,687.0,6,500,2,0
3,0,1,37.0,0,27.0,0.0,1131.0,0.0,1318.0,6,535,1,0
2,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,6,427,2,0
3,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,6,536,1,1
3,1,1,34.0,0,0.0,0.0,0.0,0.0,0.0,5,158,1,0
3,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,5,158,1,1
3,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,5,158,1,0
3,1,3,43.0,0,0.0,0.0,0.0,0.0,0.0,4,88,2,1
2,0,1,28.82,0,900.0,0.0,0.0,0.0,1.0,6,537,1,0
2,0,1,45.0,0,10.0,16.0,801.0,73.0,304.86,6,537,1,0
1,1,1,63.0,0,0.0,0.0,0.0,0.0,0.0,2,99,2,1
1,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,2,99,2,1
1,0,3,35.0,0,0.0,1471.0,2.0,445.0,533.0,2,99,2,1
1,0,1,12.0,0,0.0,0.0,0.0,0.0,0.0,2,99,2,1
2,1,2,28.82,0,0.0,0.0,0.0,0.0,0.0,7,416,2,1
2,0,1,17.0,0,0.0,604.0,0.0,0.0,218.0,6,541,1,0
2,0,2,32.0,0,59.0,0.0,469.0,0.0,0.0,7,424,1,0
2,1,1,23.0,0,0.0,0.0,0.0,0.0,0.0,5,159,1,1
2,0,3,17.0,0,2000.0,0.0,0.0,0.0,0.0,6,504,2,0
2,0,3,34.0,0,492.0,0.0,13.0,55.0,0.0,6,505,2,0
2,0,1,15.0,0,0.0,0.0,875.0,3.0,304.86,6,542,1,0
2,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,7,426,1,1
2,0,1,22.0,0,0.0,1.0,271.0,0.0,1348.0,5,160,1,0
2,0,1,19.0,0,232.0,0.0,479.0,0.0,5.0,6,543,1,0
2,0,2,40.0,0,0.0,228.0,5.0,454.0,1.0,6,544,1,0
1,1,3,25.0,0,0.0,0.0,0.0,0.0,0.0,1,21,1,1
1,0,3,51.0,0,0.0,6.0,0.0,2085.0,67.0,1,21,1,0
2,0,1,22.0,0,91.0,6.0,0.0,17.0,693.0,7,427,1,0
3,1,3,50.0,0,0.0,0.0,0.0,0.0,0.0,6,545,1,1
2,0,3,26.0,0,0.0,0.0,0.0,0.0,304.86,7,428,1,0
3,1,1,39.0,0,0.0,0.0,0.0,0.0,304.86,6,508,2,1
3,0,1,18.0,0,1867.0,0.0,29.0,72.0,304.86,4,78,1,1
2,0,1,22.0,0,224.69,0.0,137.0,671.0,304.86,7,419,2,0
2,0,1,26.0,0,0.0,29.0,0.0,759.0,0.0,5,181,2,0
2,0,1,19.0,0,0.0,0.0,0.0,0.0,1051.0,6,510,2,0
2,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,7,420,2,0
2,0,1,24.0,0,0.0,0.0,17.0,0.0,793.0,7,430,1,0
2,0,2,34.0,0,122.0,0.0,6.0,739.0,0.0,6,511,2,0
1,0,1,55.0,0,0.0,815.0,1558.0,3.0,1334.0,3,95,2,1
1,0,1,42.0,0,3.0,2174.0,0.0,10860.0,2564.0,3,95,2,0
1,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,3,95,2,1
1,0,3,28.0,0,0.0,3053.0,0.0,839.0,2153.0,3,95,2,1
1,1,3,26.0,0,0.0,0.0,0.0,0.0,0.0,3,95,2,1
1,0,3,33.0,0,0.0,286.0,1795.0,712.0,7041.0,2,80,1,0
2,0,1,24.0,0,0.0,0.0,0.0,636.0,68.0,6,547,1,0
2,0,1,23.0,0,490.0,313.0,0.0,6.0,0.0,7,421,2,0
3,0,1,16.0,0,46.0,0.0,1994.0,0.0,677.0,4,79,1,0
2,1,1,36.0,0,0.0,0.0,0.0,0.0,0.0,7,431,1,0
1,1,3,44.0,0,0.0,0.0,0.0,0.0,0.0,2,100,2,1
2,0,1,22.0,0,0.0,0.0,670.0,0.0,32.0,6,513,2,1
2,1,1,30.0,0,0.0,0.0,0.0,0.0,0.0,7,422,2,0
2,0,1,20.0,0,0.0,27.0,1.0,686.0,1.0,6,514,2,0
2,0,1,21.0,0,366.0,1136.0,795.0,132.0,0.0,6,549,1,0
3,0,1,14.0,0,224.69,0.0,0.0,0.0,0.0,5,182,2,1
2,0,1,27.0,0,0.0,0.0,174.73,2.0,1215.0,6,550,1,0
2,0,1,19.0,0,1.0,4.0,0.0,750.0,3.0,6,515,2,0
2,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,7,423,2,1
3,0,3,28.82,0,1722.0,4.0,937.0,0.0,0.0,6,551,1,0
2,0,3,13.0,0,0.0,0.0,0.0,4.0,811.0,6,552,1,1
3,1,2,71.0,0,0.0,0.0,0.0,0.0,0.0,5,183,2,1
3,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,5,184,2,0
3,0,3,18.0,0,1874.0,0.0,260.0,0.0,0.0,5,184,2,0
2,0,3,23.0,0,29.0,34.0,1.0,2838.0,0.0,6,516,2,0
2,0,3,34.0,0,0.0,382.0,0.0,87.0,236.0,7,424,2,0
2,0,1,20.0,0,4.0,790.0,0.0,15.0,0.0,7,432,1,0
2,0,3,17.0,0,0.0,33.0,0.0,56.0,708.0,6,554,1,0
2,0,2,21.0,0,970.0,0.0,213.0,8.0,86.0,6,555,1,0
1,0,1,33.0,0,0.0,1554.0,3813.0,0.0,1435.0,3,97,2,1
1,0,3,34.0,0,3551.0,1284.0,1865.0,90.0,0.0,2,81,1,1
1,0,1,51.0,0,0.0,302.0,0.0,1367.0,669.0,4,90,2,0
2,0,1,21.0,0,0.0,680.0,0.0,10.0,0.0,6,517,2,1
2,1,1,28.82,0,0.0,0.0,0.0,0.0,0.0,7,426,2,0
2,0,1,31.0,0,880.0,0.0,0.0,8.0,0.0,7,434,1,0
1,0,1,36.0,0,2.0,1297.0,0.0,4.0,0.0,1,32,2,1
1,0,1,39.0,0,0.0,7116.0,0.0,13208.0,1515.0,2,83,1,0
2,0,1,26.0,0,886.0,0.0,0.0,0.0,21.0,7,435,1,0
2,0,1,51.0,0,0.0,1347.0,0.0,43.0,0.0,6,556,1,1
2,0,1,24.0,0,13.0,193.0,0.0,0.0,591.0,6,557,1,0
2,0,3,27.0,0,339.0,104.0,116.0,160.0,0.0,5,185,2,1
2,0,1,31.0,0,0.0,243.0,1.0,559.0,0.0,6,558,1,0
2,0,1,24.0,0,0.0,0.0,21.0,0.0,695.0,6,427,2,0
1,0,1,57.0,0,0.0,1514.0,0.0,72.0,1393.0,1,22,1,0
1,0,3,36.0,1,11.0,79.0,0.0,210.0,1895.0,1,22,1,0
1,0,1,55.0,0,0.0,846.0,0.0,263.0,2024.0,1,22,1,0
1,1,3,28.82,0,0.0,0.0,0.0,0.0,0.0,1,22,1,0
3,0,1,18.0,0,947.0,0.0,4.0,4.0,0.0,5,186,2,0
3,0,1,27.0,0,1893.0,487.0,4.0,0.0,0.0,4,91,2,0
1,0,1,50.0,0,0.0,2684.0,0.0,153.0,1751.0,3,94,1,0
2,0,1,24.0,0,45.0,138.0,1.0,0.0,530.0,6,520,2,0
2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,7,428,2,1
2,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,7,437,1,1
2,0,1,18.0,0,0.0,617.0,0.0,0.0,10.0,7,429,2,0
2,0,1,44.0,0,1178.0,1.0,348.0,0.0,0.0,6,521,2,0
1,1,3,27.0,0,0.0,0.0,0.0,0.0,0.0,2,102,2,1
1,0,1,58.0,0,1113.0,1650.0,0.0,194.0,510.0,2,103,2,1
1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,2,103,2,1
2,0,2,23.0,0,3.0,548.0,37.0,0.0,12.0,6,522,2,1
3,1,1,3.0,0,0.0,0.0,0.0,0.0,0.0,6,523,2,1
3,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,6,523,2,1
3,0,1,33.0,0,361.0,0.0,381.0,1622.0,0.0,6,523,2,0
3,0,1,12.0,0,0.0,0.0,0.0,0.0,0.0,6,523,2,1
1,1,1,44.0,0,0.0,0.0,0.0,0.0,0.0,2,105,2,1
2,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,7,438,1,1
2,0,3,59.0,0,269.0,1776.0,0.0,0.0,12.0,6,561,1,0
2,0,1,18.0,0,130.0,0.0,13.0,191.0,554.0,7,431,2,0
1,1,1,72.0,0,0.0,0.0,0.0,0.0,0.0,2,106,2,1
2,0,2,23.0,0,171.0,2373.0,1.0,30.0,985.0,7,439,1,0
2,0,1,11.0,0,0.0,0.0,0.0,0.0,0.0,7,439,1,0
2,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,7,439,1,1
2,0,2,25.0,0,21.0,746.0,55.0,0.0,4.0,6,563,1,0
3,1,3,25.0,0,0.0,0.0,0.0,0.0,0.0,4,93,2,1
1,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,3,99,2,1
1,0,1,54.0,0,0.0,5876.0,0.0,0.0,914.0,3,99,2,1
3,1,3,17.0,0,0.0,0.0,0.0,0.0,0.0,6,564,1,1
3,0,1,48.0,0,1200.0,0.0,38.0,48.0,0.0,6,564,1,0
2,0,1,40.0,0,0.0,0.0,362.0,272.0,0.0,6,565,1,0
2,1,1,2.0,0,0.0,0.0,0.0,0.0,0.0,7,440,1,0
2,0,1,32.0,0,0.0,9.0,11.0,784.0,63.0,6,525,2,0
2,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,7,432,2,1
2,1,1,52.0,0,0.0,0.0,0.0,0.0,0.0,7,433,2,1
2,0,1,16.0,0,0.0,1115.0,0.0,1674.0,132.0,6,527,2,0
2,1,1,16.0,0,0.0,458.08,0.0,0.0,0.0,7,433,2,1
2,1,3,16.0,0,0.0,0.0,0.0,0.0,0.0,7,435,2,1
2,0,3,6.0,0,0.0,0.0,0.0,0.0,0.0,7,435,2,0
3,0,1,10.0,0,0.0,0.0,0.0,0.0,0.0,6,567,1,1
3,0,1,27.0,1,1709.0,4.0,24.0,0.0,0.0,4,81,1,0
1,0,3,45.0,0,0.0,726.0,0.0,281.0,1257.0,3,100,2,1
1,0,1,26.0,0,2381.0,1772.0,0.0,0.0,2618.0,3,100,2,0
3,0,1,29.0,0,1049.0,0.0,0.0,0.0,0.0,5,187,2,0
2,1,2,38.0,0,0.0,0.0,0.0,311.14,0.0,7,442,1,1
2,0,1,19.0,0,1.0,143.0,0.0,254.0,107.0,5,163,1,1
3,0,1,43.0,0,471.0,0.0,133.0,2.0,692.0,5,164,1,0
2,0,1,15.0,0,746.0,0.0,2.0,0.0,11.0,6,528,2,0
3,0,1,31.0,0,1511.0,0.0,310.0,0.0,0.0,6,568,1,0
3,0,1,52.0,0,758.0,0.0,356.0,5.0,0.0,6,569,1,0
3,0,1,49.0,0,0.0,0.0,0.0,0.0,0.0,6,570,1,1
2,0,3,29.0,0,143.0,548.0,0.0,0.0,0.0,6,529,2,1
2,0,1,18.0,0,600.0,0.0,0.0,179.0,11.0,6,571,1,1
3,1,1,41.0,0,0.0,0.0,0.0,0.0,0.0,6,530,2,1
2,0,1,9.0,0,0.0,0.0,0.0,0.0,0.0,7,444,1,0
2,1,2,28.82,0,0.0,0.0,0.0,0.0,0.0,7,444,1,0
2,0,1,58.0,0,0.0,82.0,0.0,758.0,0.0,5,165,1,1
2,0,2,39.0,0,0.0,0.0,0.0,0.0,907.0,5,188,2,0
2,0,1,13.0,0,911.0,1.0,0.0,74.0,0.0,5,166,1,0
1,1,3,36.0,0,0.0,0.0,0.0,0.0,0.0,2,85,1,1
3,0,3,23.0,0,253.0,0.0,0.0,888.0,0.0,6,572,1,0
2,1,2,24.0,0,224.69,0.0,0.0,0.0,0.0,7,446,1,1
2,0,1,33.0,0,0.0,0.0,170.0,14.0,810.0,5,167,1,0
2,0,1,18.0,0,0.0,0.0,0.0,0.0,0.0,7,438,2,0
2,1,1,2.0,0,0.0,0.0,0.0,0.0,0.0,7,438,2,0
2,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,7,438,2,1
2,0,1,36.0,0,625.0,0.0,260.0,0.0,0.0,7,439,2,0
2,0,3,15.0,0,254.0,0.0,10.0,180.0,0.0,7,439,2,0
2,0,1,31.0,0,91.0,756.0,0.0,0.0,12.0,5,168,1,1
2,0,1,42.0,0,0.0,0.0,213.0,166.0,1209.0,5,189,2,1
3,0,1,27.0,0,1502.0,1.0,0.0,0.0,0.0,6,532,2,0
2,0,1,36.0,0,123.0,3.0,174.73,7.0,0.0,6,533,2,1
2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,7,442,2,0
2,1,1,3.0,0,0.0,0.0,0.0,0.0,0.0,7,442,2,0
2,0,2,22.0,0,0.0,837.0,192.0,0.0,304.86,6,573,1,0
2,0,1,56.0,0,0.0,1721.0,0.0,96.0,0.0,7,443,2,0
2,0,1,23.0,0,0.0,0.0,0.0,757.0,0.0,7,444,2,0
3,0,1,25.0,0,314.0,2.0,648.0,92.0,0.0,4,94,2,0
2,0,1,29.0,0,3.0,0.0,3.0,0.0,697.0,6,575,1,0
2,0,1,17.0,0,0.0,1195.0,31.0,0.0,0.0,6,575,1,0
2,0,1,13.0,0,412.0,4.0,0.0,0.0,551.0,6,575,1,0
3,0,1,35.0,0,2301.0,0.0,414.0,311.14,0.0,4,82,1,1
3,1,3,53.0,0,224.69,0.0,0.0,0.0,0.0,6,576,1,1
2,0,1,24.0,0,14.0,702.0,0.0,0.0,0.0,6,578,1,0
2,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,7,447,1,0
1,1,3,21.0,0,0.0,0.0,0.0,0.0,0.0,4,83,1,1
1,0,3,29.0,0,2.0,8.0,0.0,2864.0,155.0,4,83,1,0
2,0,1,46.0,0,0.0,0.0,1661.0,52.0,8.0,7,448,1,1
1,1,1,58.0,0,224.69,0.0,0.0,0.0,0.0,3,102,2,1
2,0,2,53.0,0,0.0,1.0,0.0,195.0,493.0,5,190,2,1
2,0,3,21.0,0,13.0,458.08,1098.0,64.0,1.0,6,535,2,0
2,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,7,449,1,0
2,1,1,31.0,0,0.0,0.0,0.0,0.0,0.0,7,450,1,0
1,1,3,23.0,0,0.0,0.0,0.0,0.0,0.0,2,86,1,1
1,0,3,41.0,0,0.0,320.0,4333.0,1313.0,51.0,2,86,1,0
1,0,1,29.0,0,3.0,933.0,0.0,674.0,731.0,2,86,1,0
1,0,3,54.0,0,0.0,37.0,0.0,4689.0,0.0,2,86,1,0
1,0,3,43.0,0,0.0,9923.0,660.0,10.0,266.0,2,86,1,1
2,1,2,36.0,0,0.0,0.0,0.0,0.0,0.0,7,446,2,1
2,0,1,48.0,0,784.0,87.0,0.0,0.0,1.0,5,169,1,1
1,0,1,34.0,0,10.0,5659.0,15.0,3.0,0.0,3,103,2,1
1,0,1,42.0,0,0.0,802.0,0.0,2622.0,671.0,3,103,2,0
2,0,3,17.0,0,0.0,0.0,0.0,863.0,0.0,6,536,2,0
2,0,1,22.0,0,0.0,0.0,0.0,0.0,1345.0,6,580,1,0
1,0,1,37.0,0,6.0,437.0,174.73,54.0,3030.0,1,23,1,0
1,1,3,38.0,0,0.0,0.0,0.0,0.0,0.0,1,23,1,1
2,0,1,21.0,0,3.0,0.0,0.0,881.0,0.0,7,447,2,0
2,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,7,447,2,1
1,0,1,27.0,0,1.0,767.0,0.0,13104.0,3657.0,2,87,1,0
2,0,1,23.0,0,18.0,2595.0,0.0,0.0,122.0,6,581,1,1
2,0,1,19.0,0,0.0,0.0,366.0,268.0,0.0,6,582,1,0
3,0,1,28.0,0,948.0,0.0,64.0,170.0,0.0,4,95,2,0
2,0,1,33.0,0,0.0,0.0,154.0,22.0,820.0,5,171,1,0
2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,7,452,1,0
2,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,7,452,1,1
2,1,1,41.0,0,0.0,0.0,0.0,0.0,0.0,7,453,1,1
2,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,7,454,1,0
2,0,1,44.0,0,0.0,0.0,0.0,0.0,871.0,6,537,2,0
3,0,3,43.0,0,803.0,0.0,384.0,120.0,0.0,6,538,2,1
2,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,7,449,2,1
2,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,7,455,1,1
2,0,1,25.0,0,237.0,0.0,910.0,0.0,12.0,6,584,1,0
3,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,6,585,1,1
3,1,3,4.0,0,0.0,0.0,0.0,0.0,0.0,6,585,1,1
3,0,1,24.0,0,165.0,0.0,981.0,2.0,0.0,6,585,1,1
2,0,1,38.0,0,77.0,169.0,0.0,0.0,470.0,6,586,1,0
2,1,1,44.0,0,0.0,0.0,0.0,0.0,0.0,7,457,1,1
2,1,3,57.0,0,0.0,0.0,0.0,0.0,0.0,7,458,1,1
2,1,3,3.0,0,0.0,0.0,174.73,0.0,0.0,7,450,2,1
2,0,1,5.0,0,0.0,0.0,0.0,0.0,304.86,7,450,2,0
2,1,3,3.0,0,0.0,458.08,0.0,0.0,0.0,7,450,2,1
2,1,1,18.0,0,0.0,0.0,0.0,0.0,0.0,7,450,2,1
2,1,1,8.0,0,0.0,0.0,0.0,0.0,0.0,7,450,2,0
3,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,6,587,1,1
1,1,3,35.0,0,0.0,0.0,0.0,0.0,0.0,3,104,2,1
3,0,1,47.0,0,0.0,0.0,0.0,0.0,0.0,6,539,2,1
1,0,3,28.0,0,1581.0,213.0,0.0,18.0,3051.0,3,96,1,0
1,0,1,49.0,0,20.0,6807.0,174.0,3538.0,2473.0,3,96,1,0
1,0,1,23.0,0,0.0,824.0,0.0,495.0,1479.0,4,86,1,1
1,0,1,19.0,0,0.0,1.0,0.0,2085.0,55.0,4,86,1,0
2,0,1,34.0,0,0.0,250.0,23.0,0.0,514.0,5,173,1,0
1,0,1,40.0,1,0.0,11.0,0.0,2205.0,1295.0,3,105,2,1
1,0,3,26.0,1,0.0,186.0,174.73,548.0,5058.0,1,24,1,0
2,0,2,23.0,0,0.0,0.0,174.73,3.0,1919.0,6,588,1,0
3,0,1,22.0,0,0.0,0.0,0.0,0.0,0.0,5,174,1,0
1,0,1,51.0,0,1.0,3935.0,0.0,146.0,0.0,3,107,2,1
2,0,3,44.0,0,672.0,0.0,0.0,0.0,20.0,6,540,2,0
3,0,1,50.0,0,357.0,0.0,657.0,0.0,0.0,5,175,1,0
2,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,7,452,2,1
2,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,7,464,1,1
2,0,1,21.0,0,33.0,126.0,0.0,461.0,0.0,7,465,1,0
2,0,1,20.0,0,56.0,757.0,111.0,0.0,0.0,6,544,2,1
2,0,3,14.0,0,0.0,458.08,14.0,692.0,809.0,6,591,1,0
1,0,3,38.0,0,0.0,896.0,0.0,311.14,4168.0,3,108,2,0
2,0,2,29.0,0,631.0,458.08,0.0,40.0,0.0,6,545,2,0
1,1,1,36.0,0,0.0,0.0,0.0,0.0,0.0,3,109,2,1
1,1,1,16.0,0,0.0,0.0,0.0,0.0,0.0,3,109,2,1
1,1,1,40.0,0,0.0,458.08,0.0,0.0,0.0,3,109,2,1
1,1,3,28.82,0,0.0,0.0,0.0,0.0,0.0,3,98,1,1
2,0,2,18.0,0,154.0,22.0,77.0,1053.0,0.0,6,546,2,1
2,0,1,17.0,0,5.0,756.0,0.0,0.0,0.0,6,547,2,1
3,1,1,32.0,0,0.0,0.0,0.0,0.0,0.0,5,193,2,1
2,0,1,27.0,0,0.0,2.0,49.0,0.0,801.0,7,466,1,0
3,0,1,34.0,0,2904.0,23.0,7.0,0.0,81.0,4,88,1,0
3,0,1,53.0,0,520.0,0.0,442.0,0.0,0.0,4,88,1,1
1,1,1,36.0,1,0.0,0.0,0.0,0.0,0.0,3,110,2,1
3,0,1,41.0,0,71.0,0.0,1617.0,31.0,0.0,4,89,1,0
3,0,1,51.0,0,819.0,4.0,92.0,38.0,0.0,5,176,1,0
2,1,2,61.0,0,0.0,0.0,0.0,0.0,0.0,7,467,1,1
2,0,1,59.0,0,0.0,0.0,1.0,920.0,1.0,7,454,2,1
1,1,1,17.0,0,0.0,0.0,0.0,311.14,0.0,2,88,1,1
1,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,2,88,1,1
2,0,2,57.0,0,0.0,1431.0,0.0,30.0,337.0,7,455,2,1
3,0,3,39.0,0,2127.0,458.08,23.0,0.0,0.0,5,194,2,0
1,1,3,55.0,0,0.0,0.0,0.0,0.0,0.0,2,107,2,1
2,0,1,42.0,0,173.0,656.0,0.0,0.0,23.0,7,456,2,0
2,0,1,36.0,0,418.0,40.0,7.0,338.0,0.0,6,592,1,0
3,0,1,42.0,0,44.0,0.0,3648.0,0.0,9.0,6,593,1,1
2,1,2,32.0,0,0.0,0.0,0.0,0.0,0.0,7,468,1,0
2,0,3,6.0,0,0.0,0.0,0.0,0.0,0.0,7,457,2,0
2,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,7,458,2,0
2,0,1,28.0,0,0.0,93.0,1282.0,0.0,0.0,6,595,1,1
3,0,1,37.0,0,912.0,0.0,0.0,311.14,0.0,4,90,1,0
2,0,1,44.0,0,0.0,0.0,744.0,62.0,3.0,7,459,2,0
3,0,1,71.0,1,901.0,0.0,1698.0,0.0,0.0,6,597,1,0
1,0,1,44.0,0,0.0,351.0,0.0,3.0,3447.0,2,89,1,0
1,1,1,36.0,0,0.0,0.0,0.0,0.0,0.0,2,89,1,1
2,0,1,18.0,0,4.0,904.0,0.0,0.0,1.0,7,460,2,0
2,0,2,3.0,0,0.0,0.0,0.0,0.0,0.0,7,469,1,1
2,1,3,12.0,0,0.0,0.0,0.0,0.0,0.0,7,469,1,0
2,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,7,469,1,1
2,0,1,29.0,0,0.0,1311.0,0.0,0.0,0.0,6,598,1,0
2,0,1,9.0,0,0.0,0.0,0.0,0.0,0.0,7,469,1,0
2,0,3,27.0,0,688.0,307.0,779.0,0.0,19.0,7,470,1,0
2,0,2,24.0,0,0.0,0.0,443.0,244.0,1.0,6,599,1,0
2,0,1,38.0,0,1.0,0.0,288.0,0.0,556.0,7,461,2,1
3,0,1,28.0,0,523.0,0.0,0.0,970.0,0.0,6,600,1,0
3,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,6,427,2,1
2,0,1,16.0,0,0.0,20.0,0.0,300.0,681.0,6,601,1,0
2,0,2,24.0,0,224.69,2.0,25.0,311.14,707.0,6,601,1,1
2,0,1,33.0,0,123.0,760.0,0.0,0.0,0.0,7,471,1,0
2,0,3,24.0,0,489.0,0.0,174.73,0.0,0.0,7,462,2,0
2,0,1,29.0,0,1.0,0.0,133.0,104.0,574.0,7,463,2,0
2,0,1,25.0,0,0.0,9.0,2005.0,0.0,5.0,6,552,2,1
2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,7,464,2,0
2,0,1,13.0,0,649.0,2.0,0.0,124.0,143.0,6,553,2,0
2,1,3,7.0,0,0.0,0.0,0.0,0.0,0.0,7,473,1,0
2,0,2,32.0,0,0.0,0.0,736.0,0.0,0.0,6,602,1,0
3,1,1,34.0,0,0.0,0.0,0.0,0.0,0.0,5,178,1,0
3,0,1,49.0,0,21.0,25.0,1509.0,0.0,1042.0,6,603,1,0
3,0,1,43.0,0,13.0,2119.0,315.0,0.0,261.0,4,96,2,1
3,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,6,555,2,1
3,1,1,6.0,0,224.69,0.0,0.0,0.0,0.0,6,555,2,1
2,0,1,23.0,0,0.0,179.0,569.0,0.0,0.0,6,606,1,1
3,0,1,43.0,0,336.0,11.0,796.0,15.0,0.0,6,609,1,1
3,1,3,23.0,0,0.0,0.0,0.0,0.0,0.0,6,609,1,1
3,0,1,43.0,0,828.0,25.0,545.0,107.0,0.0,6,427,2,0
3,1,3,41.0,0,0.0,0.0,0.0,0.0,0.0,6,611,1,1
1,0,3,54.0,1,0.0,2062.0,2.0,19.0,1618.0,2,92,1,0
1,1,1,51.0,0,0.0,0.0,174.73,0.0,0.0,2,92,1,1
1,1,1,44.0,0,0.0,0.0,0.0,0.0,0.0,2,92,1,1
2,1,2,48.0,0,0.0,0.0,0.0,0.0,0.0,7,467,2,1
2,0,1,45.0,0,224.69,9.0,0.0,857.0,16.0,7,474,1,0
